Input Graph(V=200, E=2517) {
e{{7}->{163}, 1.0}
e{{7}->{99}, 1.0}
e{{7}->{132}, 1.0}
e{{7}->{130}, 1.0}
e{{7}->{190}, 1.0}
e{{7}->{126}, 1.0}
e{{7}->{184}, 1.0}

e{{8}->{114}, 1.0}
e{{8}->{19}, 1.0}
e{{8}->{77}, 1.0}
e{{8}->{106}, 1.0}
e{{8}->{75}, 1.0}
e{{8}->{38}, 1.0}
e{{8}->{7}, 1.0}
e{{8}->{132}, 1.0}
e{{8}->{37}, 1.0}
e{{8}->{194}, 1.0}
e{{8}->{131}, 1.0}
e{{8}->{99}, 1.0}
e{{8}->{195}, 1.0}
e{{8}->{126}, 1.0}
e{{8}->{190}, 1.0}
e{{8}->{159}, 1.0}
e{{8}->{90}, 1.0}
e{{8}->{154}, 1.0}
e{{8}->{155}, 1.0}
e{{8}->{25}, 1.0}
e{{8}->{121}, 1.0}

e{{9}->{183}, 1.0}
e{{9}->{152}, 1.0}
e{{9}->{181}, 1.0}
e{{9}->{115}, 1.0}
e{{9}->{49}, 1.0}
e{{9}->{12}, 1.0}
e{{9}->{169}, 1.0}
e{{9}->{100}, 1.0}
e{{9}->{1}, 1.0}
e{{9}->{162}, 1.0}
e{{9}->{160}, 1.0}
e{{9}->{189}, 1.0}
e{{9}->{184}, 1.0}
e{{9}->{147}, 1.0}
e{{9}->{178}, 1.0}
e{{9}->{15}, 1.0}
e{{9}->{48}, 1.0}
e{{9}->{176}, 1.0}
e{{9}->{46}, 1.0}
e{{9}->{172}, 1.0}
e{{9}->{108}, 1.0}
e{{9}->{29}, 1.0}
e{{9}->{188}, 1.0}
e{{9}->{153}, 1.0}
e{{9}->{89}, 1.0}

e{{10}->{87}, 1.0}
e{{10}->{23}, 1.0}
e{{10}->{20}, 1.0}
e{{10}->{82}, 1.0}
e{{10}->{113}, 1.0}
e{{10}->{81}, 1.0}
e{{10}->{47}, 1.0}
e{{10}->{12}, 1.0}
e{{10}->{76}, 1.0}
e{{10}->{108}, 1.0}
e{{10}->{11}, 1.0}
e{{10}->{40}, 1.0}
e{{10}->{73}, 1.0}
e{{10}->{100}, 1.0}
e{{10}->{133}, 1.0}
e{{10}->{162}, 1.0}
e{{10}->{32}, 1.0}
e{{10}->{129}, 1.0}
e{{10}->{93}, 1.0}
e{{10}->{122}, 1.0}
e{{10}->{27}, 1.0}

e{{11}->{53}, 1.0}
e{{11}->{181}, 1.0}
e{{11}->{20}, 1.0}
e{{11}->{49}, 1.0}
e{{11}->{42}, 1.0}
e{{11}->{168}, 1.0}
e{{11}->{69}, 1.0}
e{{11}->{100}, 1.0}
e{{11}->{1}, 1.0}
e{{11}->{193}, 1.0}
e{{11}->{191}, 1.0}
e{{11}->{160}, 1.0}
e{{11}->{32}, 1.0}
e{{11}->{158}, 1.0}
e{{11}->{23}, 1.0}
e{{11}->{87}, 1.0}
e{{11}->{147}, 1.0}
e{{11}->{178}, 1.0}
e{{11}->{176}, 1.0}
e{{11}->{141}, 1.0}
e{{11}->{46}, 1.0}
e{{11}->{108}, 1.0}
e{{11}->{10}, 1.0}
e{{11}->{35}, 1.0}
e{{11}->{64}, 1.0}
e{{11}->{188}, 1.0}

e{{12}->{20}, 1.0}
e{{12}->{181}, 1.0}
e{{12}->{82}, 1.0}
e{{12}->{115}, 1.0}
e{{12}->{175}, 1.0}
e{{12}->{140}, 1.0}
e{{12}->{109}, 1.0}
e{{12}->{40}, 1.0}
e{{12}->{9}, 1.0}
e{{12}->{137}, 1.0}
e{{12}->{102}, 1.0}
e{{12}->{71}, 1.0}
e{{12}->{164}, 1.0}
e{{12}->{133}, 1.0}
e{{12}->{160}, 1.0}
e{{12}->{32}, 1.0}
e{{12}->{1}, 1.0}
e{{12}->{129}, 1.0}
e{{12}->{158}, 1.0}
e{{12}->{156}, 1.0}
e{{12}->{28}, 1.0}
e{{12}->{189}, 1.0}
e{{12}->{89}, 1.0}
e{{12}->{153}, 1.0}
e{{12}->{151}, 1.0}
e{{12}->{180}, 1.0}
e{{12}->{81}, 1.0}
e{{12}->{46}, 1.0}
e{{12}->{110}, 1.0}
e{{12}->{172}, 1.0}
e{{12}->{141}, 1.0}
e{{12}->{10}, 1.0}
e{{12}->{43}, 1.0}
e{{12}->{169}, 1.0}

e{{13}->{155}, 1.0}
e{{13}->{57}, 1.0}
e{{13}->{121}, 1.0}
e{{13}->{90}, 1.0}
e{{13}->{24}, 1.0}
e{{13}->{149}, 1.0}
e{{13}->{18}, 1.0}
e{{13}->{112}, 1.0}
e{{13}->{45}, 1.0}
e{{13}->{75}, 1.0}
e{{13}->{106}, 1.0}
e{{13}->{138}, 1.0}
e{{13}->{39}, 1.0}
e{{13}->{72}, 1.0}
e{{13}->{136}, 1.0}
e{{13}->{5}, 1.0}
e{{13}->{38}, 1.0}
e{{13}->{36}, 1.0}
e{{13}->{61}, 1.0}
e{{13}->{126}, 1.0}

e{{14}->{57}, 1.0}
e{{14}->{121}, 1.0}
e{{14}->{148}, 1.0}
e{{14}->{84}, 1.0}
e{{14}->{117}, 1.0}
e{{14}->{51}, 1.0}
e{{14}->{144}, 1.0}
e{{14}->{44}, 1.0}
e{{14}->{38}, 1.0}
e{{14}->{67}, 1.0}
e{{14}->{195}, 1.0}
e{{14}->{120}, 1.0}
e{{14}->{56}, 1.0}
e{{14}->{25}, 1.0}
e{{14}->{118}, 1.0}
e{{14}->{17}, 1.0}
e{{14}->{173}, 1.0}
e{{14}->{138}, 1.0}
e{{14}->{41}, 1.0}
e{{14}->{6}, 1.0}
e{{14}->{134}, 1.0}
e{{14}->{39}, 1.0}
e{{14}->{37}, 1.0}
e{{14}->{66}, 1.0}
e{{14}->{99}, 1.0}
e{{14}->{0}, 1.0}
e{{14}->{192}, 1.0}
e{{14}->{190}, 1.0}
e{{14}->{126}, 1.0}

e{{15}->{179}, 1.0}
e{{15}->{113}, 1.0}
e{{15}->{146}, 1.0}
e{{15}->{47}, 1.0}
e{{15}->{141}, 1.0}
e{{15}->{110}, 1.0}
e{{15}->{172}, 1.0}
e{{15}->{9}, 1.0}
e{{15}->{73}, 1.0}
e{{15}->{42}, 1.0}
e{{15}->{135}, 1.0}
e{{15}->{166}, 1.0}
e{{15}->{193}, 1.0}
e{{15}->{65}, 1.0}
e{{15}->{127}, 1.0}
e{{15}->{188}, 1.0}
e{{15}->{186}, 1.0}
e{{15}->{58}, 1.0}
e{{15}->{87}, 1.0}
e{{15}->{116}, 1.0}
e{{15}->{178}, 1.0}
e{{15}->{50}, 1.0}
e{{15}->{140}, 1.0}
e{{15}->{105}, 1.0}
e{{15}->{35}, 1.0}
e{{15}->{2}, 1.0}
e{{15}->{128}, 1.0}

e{{16}->{94}, 1.0}
e{{16}->{158}, 1.0}
e{{16}->{82}, 1.0}
e{{16}->{179}, 1.0}
e{{16}->{46}, 1.0}
e{{16}->{108}, 1.0}
e{{16}->{42}, 1.0}
e{{16}->{166}, 1.0}
e{{16}->{71}, 1.0}
e{{16}->{133}, 1.0}
e{{16}->{162}, 1.0}
e{{16}->{160}, 1.0}
e{{16}->{193}, 1.0}
e{{16}->{122}, 1.0}
e{{16}->{27}, 1.0}
e{{16}->{151}, 1.0}
e{{16}->{87}, 1.0}
e{{16}->{116}, 1.0}
e{{16}->{180}, 1.0}
e{{16}->{48}, 1.0}
e{{16}->{47}, 1.0}
e{{16}->{76}, 1.0}
e{{16}->{43}, 1.0}
e{{16}->{169}, 1.0}
e{{16}->{196}, 1.0}
e{{16}->{2}, 1.0}
e{{16}->{35}, 1.0}
e{{16}->{64}, 1.0}

e{{17}->{61}, 1.0}
e{{17}->{125}, 1.0}
e{{17}->{55}, 1.0}
e{{17}->{88}, 1.0}
e{{17}->{150}, 1.0}
e{{17}->{51}, 1.0}
e{{17}->{148}, 1.0}
e{{17}->{177}, 1.0}
e{{17}->{139}, 1.0}
e{{17}->{106}, 1.0}
e{{17}->{197}, 1.0}
e{{17}->{3}, 1.0}
e{{17}->{131}, 1.0}
e{{17}->{159}, 1.0}
e{{17}->{95}, 1.0}
e{{17}->{0}, 1.0}
e{{17}->{192}, 1.0}
e{{17}->{190}, 1.0}
e{{17}->{25}, 1.0}
e{{17}->{114}, 1.0}
e{{17}->{144}, 1.0}
e{{17}->{14}, 1.0}
e{{17}->{72}, 1.0}
e{{17}->{33}, 1.0}
e{{17}->{66}, 1.0}

e{{18}->{61}, 1.0}
e{{18}->{125}, 1.0}
e{{18}->{90}, 1.0}
e{{18}->{155}, 1.0}
e{{18}->{88}, 1.0}
e{{18}->{21}, 1.0}
e{{18}->{83}, 1.0}
e{{18}->{112}, 1.0}
e{{18}->{177}, 1.0}
e{{18}->{79}, 1.0}
e{{18}->{143}, 1.0}
e{{18}->{44}, 1.0}
e{{18}->{13}, 1.0}
e{{18}->{173}, 1.0}
e{{18}->{107}, 1.0}
e{{18}->{171}, 1.0}
e{{18}->{70}, 1.0}
e{{18}->{39}, 1.0}
e{{18}->{4}, 1.0}
e{{18}->{194}, 1.0}
e{{18}->{163}, 1.0}

e{{19}->{33}, 1.0}
e{{19}->{66}, 1.0}
e{{19}->{95}, 1.0}
e{{19}->{0}, 1.0}
e{{19}->{125}, 1.0}
e{{19}->{190}, 1.0}
e{{19}->{30}, 1.0}
e{{19}->{121}, 1.0}
e{{19}->{55}, 1.0}
e{{19}->{184}, 1.0}
e{{19}->{88}, 1.0}
e{{19}->{118}, 1.0}
e{{19}->{54}, 1.0}
e{{19}->{22}, 1.0}
e{{19}->{51}, 1.0}
e{{19}->{78}, 1.0}
e{{19}->{170}, 1.0}
e{{19}->{106}, 1.0}
e{{19}->{74}, 1.0}
e{{19}->{7}, 1.0}
e{{19}->{8}, 1.0}
e{{19}->{72}, 1.0}
e{{19}->{5}, 1.0}
e{{19}->{4}, 1.0}

e{{20}->{129}, 1.0}
e{{20}->{65}, 1.0}
e{{20}->{94}, 1.0}
e{{20}->{191}, 1.0}
e{{20}->{156}, 1.0}
e{{20}->{187}, 1.0}
e{{20}->{50}, 1.0}
e{{20}->{48}, 1.0}
e{{20}->{176}, 1.0}
e{{20}->{110}, 1.0}
e{{20}->{172}, 1.0}
e{{20}->{11}, 1.0}
e{{20}->{104}, 1.0}
e{{20}->{137}, 1.0}
e{{20}->{166}, 1.0}
e{{20}->{62}, 1.0}
e{{20}->{93}, 1.0}
e{{20}->{186}, 1.0}
e{{20}->{89}, 1.0}
e{{20}->{179}, 1.0}
e{{20}->{115}, 1.0}
e{{20}->{113}, 1.0}
e{{20}->{49}, 1.0}
e{{20}->{175}, 1.0}
e{{20}->{12}, 1.0}
e{{20}->{10}, 1.0}
e{{20}->{196}, 1.0}

e{{21}->{131}, 1.0}
e{{21}->{92}, 1.0}
e{{21}->{26}, 1.0}
e{{21}->{55}, 1.0}
e{{21}->{22}, 1.0}
e{{21}->{52}, 1.0}
e{{21}->{145}, 1.0}
e{{21}->{114}, 1.0}
e{{21}->{174}, 1.0}
e{{21}->{139}, 1.0}
e{{21}->{38}, 1.0}
e{{21}->{99}, 1.0}
e{{21}->{130}, 1.0}
e{{21}->{31}, 1.0}
e{{21}->{95}, 1.0}
e{{21}->{155}, 1.0}
e{{21}->{25}, 1.0}
e{{21}->{120}, 1.0}
e{{21}->{56}, 1.0}
e{{21}->{149}, 1.0}
e{{21}->{118}, 1.0}
e{{21}->{148}, 1.0}
e{{21}->{18}, 1.0}
e{{21}->{80}, 1.0}
e{{21}->{74}, 1.0}
e{{21}->{6}, 1.0}
e{{21}->{70}, 1.0}

e{{22}->{4}, 1.0}
e{{22}->{68}, 1.0}
e{{22}->{5}, 1.0}
e{{22}->{194}, 1.0}
e{{22}->{3}, 1.0}
e{{22}->{67}, 1.0}
e{{22}->{190}, 1.0}
e{{22}->{124}, 1.0}
e{{22}->{90}, 1.0}
e{{22}->{123}, 1.0}
e{{22}->{155}, 1.0}
e{{22}->{56}, 1.0}
e{{22}->{121}, 1.0}
e{{22}->{57}, 1.0}
e{{22}->{54}, 1.0}
e{{22}->{148}, 1.0}
e{{22}->{21}, 1.0}
e{{22}->{19}, 1.0}
e{{22}->{144}, 1.0}
e{{22}->{199}, 1.0}

e{{23}->{133}, 1.0}
e{{23}->{166}, 1.0}
e{{23}->{129}, 1.0}
e{{23}->{162}, 1.0}
e{{23}->{160}, 1.0}
e{{23}->{32}, 1.0}
e{{23}->{158}, 1.0}
e{{23}->{183}, 1.0}
e{{23}->{152}, 1.0}
e{{23}->{147}, 1.0}
e{{23}->{52}, 1.0}
e{{23}->{11}, 1.0}
e{{23}->{71}, 1.0}
e{{23}->{168}, 1.0}
e{{23}->{161}, 1.0}
e{{23}->{29}, 1.0}
e{{23}->{62}, 1.0}
e{{23}->{27}, 1.0}
e{{23}->{122}, 1.0}
e{{23}->{186}, 1.0}
e{{23}->{115}, 1.0}
e{{23}->{49}, 1.0}
e{{23}->{142}, 1.0}
e{{23}->{76}, 1.0}
e{{23}->{10}, 1.0}

e{{24}->{38}, 1.0}
e{{24}->{7}, 1.0}
e{{24}->{199}, 1.0}
e{{24}->{5}, 1.0}
e{{24}->{131}, 1.0}
e{{24}->{67}, 1.0}
e{{24}->{192}, 1.0}
e{{24}->{96}, 1.0}
e{{24}->{126}, 1.0}
e{{24}->{63}, 1.0}
e{{24}->{92}, 1.0}
e{{24}->{157}, 1.0}
e{{24}->{26}, 1.0}
e{{24}->{184}, 1.0}
e{{24}->{86}, 1.0}
e{{24}->{114}, 1.0}
e{{24}->{83}, 1.0}
e{{24}->{51}, 1.0}
e{{24}->{80}, 1.0}
e{{24}->{177}, 1.0}
e{{24}->{78}, 1.0}
e{{24}->{13}, 1.0}
e{{24}->{107}, 1.0}
e{{24}->{72}, 1.0}

e{{25}->{8}, 1.0}
e{{25}->{5}, 1.0}
e{{25}->{165}, 1.0}
e{{25}->{197}, 1.0}
e{{25}->{6}, 1.0}
e{{25}->{132}, 1.0}
e{{25}->{130}, 1.0}
e{{25}->{159}, 1.0}
e{{25}->{192}, 1.0}
e{{25}->{57}, 1.0}
e{{25}->{26}, 1.0}
e{{25}->{21}, 1.0}
e{{25}->{51}, 1.0}
e{{25}->{83}, 1.0}
e{{25}->{17}, 1.0}
e{{25}->{143}, 1.0}
e{{25}->{80}, 1.0}
e{{25}->{14}, 1.0}
e{{25}->{107}, 1.0}
e{{25}->{74}, 1.0}
e{{25}->{138}, 1.0}
e{{25}->{106}, 1.0}

e{{26}->{168}, 1.0}
e{{26}->{38}, 1.0}
e{{26}->{199}, 1.0}
e{{26}->{30}, 1.0}
e{{26}->{25}, 1.0}
e{{26}->{21}, 1.0}
e{{26}->{114}, 1.0}
e{{26}->{143}, 1.0}
e{{26}->{72}, 1.0}
e{{26}->{41}, 1.0}
e{{26}->{6}, 1.0}
e{{26}->{68}, 1.0}
e{{26}->{165}, 1.0}
e{{26}->{99}, 1.0}
e{{26}->{157}, 1.0}
e{{26}->{155}, 1.0}
e{{26}->{24}, 1.0}
e{{26}->{88}, 1.0}
e{{26}->{121}, 1.0}
e{{26}->{57}, 1.0}
e{{26}->{80}, 1.0}
e{{26}->{111}, 1.0}
e{{26}->{173}, 1.0}
e{{26}->{138}, 1.0}
e{{26}->{74}, 1.0}

e{{27}->{71}, 1.0}
e{{27}->{135}, 1.0}
e{{27}->{168}, 1.0}
e{{27}->{133}, 1.0}
e{{27}->{65}, 1.0}
e{{27}->{191}, 1.0}
e{{27}->{32}, 1.0}
e{{27}->{158}, 1.0}
e{{27}->{187}, 1.0}
e{{27}->{28}, 1.0}
e{{27}->{89}, 1.0}
e{{27}->{23}, 1.0}
e{{27}->{151}, 1.0}
e{{27}->{178}, 1.0}
e{{27}->{176}, 1.0}
e{{27}->{110}, 1.0}
e{{27}->{172}, 1.0}
e{{27}->{10}, 1.0}
e{{27}->{60}, 1.0}
e{{27}->{183}, 1.0}
e{{27}->{115}, 1.0}
e{{27}->{113}, 1.0}
e{{27}->{82}, 1.0}
e{{27}->{16}, 1.0}
e{{27}->{140}, 1.0}
e{{27}->{76}, 1.0}

e{{28}->{42}, 1.0}
e{{28}->{102}, 1.0}
e{{28}->{133}, 1.0}
e{{28}->{193}, 1.0}
e{{28}->{191}, 1.0}
e{{28}->{122}, 1.0}
e{{28}->{27}, 1.0}
e{{28}->{91}, 1.0}
e{{28}->{87}, 1.0}
e{{28}->{180}, 1.0}
e{{28}->{147}, 1.0}
e{{28}->{176}, 1.0}
e{{28}->{81}, 1.0}
e{{28}->{46}, 1.0}
e{{28}->{105}, 1.0}
e{{28}->{198}, 1.0}
e{{28}->{196}, 1.0}
e{{28}->{2}, 1.0}
e{{28}->{128}, 1.0}
e{{28}->{188}, 1.0}
e{{28}->{187}, 1.0}
e{{28}->{146}, 1.0}
e{{28}->{49}, 1.0}
e{{28}->{47}, 1.0}
e{{28}->{12}, 1.0}
e{{28}->{76}, 1.0}

e{{29}->{76}, 1.0}
e{{29}->{9}, 1.0}
e{{29}->{167}, 1.0}
e{{29}->{40}, 1.0}
e{{29}->{69}, 1.0}
e{{29}->{198}, 1.0}
e{{29}->{164}, 1.0}
e{{29}->{196}, 1.0}
e{{29}->{100}, 1.0}
e{{29}->{1}, 1.0}
e{{29}->{129}, 1.0}
e{{29}->{91}, 1.0}
e{{29}->{122}, 1.0}
e{{29}->{186}, 1.0}
e{{29}->{23}, 1.0}
e{{29}->{152}, 1.0}
e{{29}->{147}, 1.0}
e{{29}->{49}, 1.0}
e{{29}->{178}, 1.0}
e{{29}->{46}, 1.0}
e{{29}->{110}, 1.0}

e{{30}->{170}, 1.0}
e{{30}->{138}, 1.0}
e{{30}->{74}, 1.0}
e{{30}->{107}, 1.0}
e{{30}->{6}, 1.0}
e{{30}->{70}, 1.0}
e{{30}->{7}, 1.0}
e{{30}->{68}, 1.0}
e{{30}->{37}, 1.0}
e{{30}->{130}, 1.0}
e{{30}->{195}, 1.0}
e{{30}->{96}, 1.0}
e{{30}->{97}, 1.0}
e{{30}->{190}, 1.0}
e{{30}->{26}, 1.0}
e{{30}->{88}, 1.0}
e{{30}->{55}, 1.0}
e{{30}->{148}, 1.0}
e{{30}->{85}, 1.0}
e{{30}->{19}, 1.0}
e{{30}->{145}, 1.0}

e{{31}->{170}, 1.0}
e{{31}->{5}, 1.0}
e{{31}->{38}, 1.0}
e{{31}->{34}, 1.0}
e{{31}->{98}, 1.0}
e{{31}->{96}, 1.0}
e{{31}->{157}, 1.0}
e{{31}->{190}, 1.0}
e{{31}->{126}, 1.0}
e{{31}->{155}, 1.0}
e{{31}->{184}, 1.0}
e{{31}->{120}, 1.0}
e{{31}->{21}, 1.0}
e{{31}->{83}, 1.0}
e{{31}->{52}, 1.0}
e{{31}->{173}, 1.0}
e{{31}->{37}, 1.0}
e{{31}->{159}, 1.0}
e{{31}->{0}, 1.0}
e{{31}->{61}, 1.0}
e{{31}->{123}, 1.0}
e{{31}->{59}, 1.0}
e{{31}->{57}, 1.0}
e{{31}->{55}, 1.0}
e{{31}->{119}, 1.0}
e{{31}->{88}, 1.0}
e{{31}->{86}, 1.0}
e{{31}->{150}, 1.0}
e{{31}->{148}, 1.0}

e{{32}->{46}, 1.0}
e{{32}->{47}, 1.0}
e{{32}->{12}, 1.0}
e{{32}->{108}, 1.0}
e{{32}->{140}, 1.0}
e{{32}->{109}, 1.0}
e{{32}->{10}, 1.0}
e{{32}->{11}, 1.0}
e{{32}->{102}, 1.0}
e{{32}->{167}, 1.0}
e{{32}->{133}, 1.0}
e{{32}->{160}, 1.0}
e{{32}->{94}, 1.0}
e{{32}->{62}, 1.0}
e{{32}->{186}, 1.0}
e{{32}->{27}, 1.0}
e{{32}->{182}, 1.0}
e{{32}->{23}, 1.0}
e{{32}->{87}, 1.0}
e{{32}->{82}, 1.0}
e{{32}->{115}, 1.0}

e{{33}->{79}, 1.0}
e{{33}->{45}, 1.0}
e{{33}->{75}, 1.0}
e{{33}->{170}, 1.0}
e{{33}->{138}, 1.0}
e{{33}->{39}, 1.0}
e{{33}->{136}, 1.0}
e{{33}->{165}, 1.0}
e{{33}->{163}, 1.0}
e{{33}->{36}, 1.0}
e{{33}->{130}, 1.0}
e{{33}->{96}, 1.0}
e{{33}->{61}, 1.0}
e{{33}->{126}, 1.0}
e{{33}->{121}, 1.0}
e{{33}->{117}, 1.0}
e{{33}->{86}, 1.0}
e{{33}->{19}, 1.0}
e{{33}->{51}, 1.0}
e{{33}->{17}, 1.0}

e{{34}->{78}, 1.0}
e{{34}->{44}, 1.0}
e{{34}->{106}, 1.0}
e{{34}->{74}, 1.0}
e{{34}->{138}, 1.0}
e{{34}->{75}, 1.0}
e{{34}->{136}, 1.0}
e{{34}->{134}, 1.0}
e{{34}->{199}, 1.0}
e{{34}->{4}, 1.0}
e{{34}->{68}, 1.0}
e{{34}->{5}, 1.0}
e{{34}->{197}, 1.0}
e{{34}->{3}, 1.0}
e{{34}->{163}, 1.0}
e{{34}->{131}, 1.0}
e{{34}->{192}, 1.0}
e{{34}->{31}, 1.0}
e{{34}->{124}, 1.0}
e{{34}->{120}, 1.0}
e{{34}->{54}, 1.0}
e{{34}->{84}, 1.0}

e{{35}->{178}, 1.0}
e{{35}->{15}, 1.0}
e{{35}->{176}, 1.0}
e{{35}->{11}, 1.0}
e{{35}->{42}, 1.0}
e{{35}->{135}, 1.0}
e{{35}->{71}, 1.0}
e{{35}->{40}, 1.0}
e{{35}->{164}, 1.0}
e{{35}->{161}, 1.0}
e{{35}->{60}, 1.0}
e{{35}->{153}, 1.0}
e{{35}->{87}, 1.0}
e{{35}->{151}, 1.0}
e{{35}->{49}, 1.0}
e{{35}->{146}, 1.0}
e{{35}->{16}, 1.0}
e{{35}->{109}, 1.0}
e{{35}->{140}, 1.0}
e{{35}->{76}, 1.0}
e{{35}->{105}, 1.0}
e{{35}->{169}, 1.0}
e{{35}->{167}, 1.0}
e{{35}->{1}, 1.0}
